,Unnamed: 0,title,company,salary,summary,location
1213,13,Chief Technology Officer,FiscalNote,,"Coach and mentor a team of engineers, data scientists, product managers, designers and professional services experts to lead their strategic areas successfully.","Temporarily Remote in Washington, DC 20004"
1214,14,newMarketplace Intelligence Analytics & Data Quality Manager,Deloitte,,"Collaborate effectively with researchers, developers, designers, and other analysts on the Marketplace Intelligence team.Active contributor to project teams.","Washington, DC"
1215,15,SharePoint Developer / Designer,"NAG, Inc",,"NAG leverages the latest real-time sharing technology to increase speed, access, accuracy and the overall management of data allowing for better decisions to…","Washington, DC+1 location"
1216,16,"Graphic Designer, Mid",Booz Allen Hamilton,,"Knowledge of the DoD and the intelligence community (IC).Use current graphic design technology and computer software packages to produce advertisements, sales…","Washington, DC+1 location"
1217,17,User Experience Designer,Deloitte,,"As a User Experience Designer in Deloitte's Strategy & Analytics Hybrid Solutions & Incubation (HS&I) practice, you will play a critical role in designing the…","Washington, DC"
1218,18,.Net Developer,Veterans Enterprise Technology Solutions,,"Application development is a team environment that includes the user community, the database administrators, the web designers, and the systems/network…","Washington, DC 20001 (Shaw area)"
1219,19,Information Security Analyst,The Heritage Foundation,,"Supervises day-to-date IT log review and event management, adapting to relevant threat intelligence and escalating material issues through established protocols…","Washington, DC 20002 (Capitol Hill area)"
1220,20,SharePoint Designer,Markon Solutions,,Markon Solutions is seeking a SharePoint Designer to support one of our Intelligence Community customers.This individual will assist senior government clients…,"Washington, DC 20001 (Shaw area)"
1221,21,S&T Laboratory Planner,CannonDesign,,"Provide guidance and advice to other designers and project leaders.Translate planning concepts into comprehensible terms for clients, designers and project…","Washington, DC"
1222,22,BI Operations Developer Consultant,Guidehouse,,3-5 years as a BI Developer.Experience using SAP Business Objects Enterprise and SAP Business Objects Developer Tools including Data Federation Administration…,"Remote in Washington, DC 20036+1 location"
1223,23,Applications Developer,Central Intelligence Agency,,"Applications Developers analyze, develop and deploy information/software systems to enhance CIA’s capabilities to collect, produce, and disseminate intelligence…","Washington, DC 20505 (Foggy Bottom area)"
1224,24,Instructional Designer,"RiverTech, LLC",,"5 years or more of experience on a team of instructional designers, graphic artists, and programmers in a client-focused consulting environment • Experience in…","Washington, DC"
1225,25,Knowledge Manager,Illuminate Mission Solutions,,Illuminate seeks an a highly-qualified candidate to join our engineering team in support of a DIA program providing the full range of international systems IT…,"Washington, DC 20340 (Anacostia Naval Station - Boiling Air Force Base area)"
1226,26,Proposal Manager,Technuf,,"Managing assigned proposal resources, such as proposal analysts, graphic designers, technical contributors, etc.Exceptional skills in Microsoft Word.","Washington, DC"
1227,27,newMarketplace Intelligence Analytics & Data Quality Manager,Deloitte,,"Collaborate effectively with researchers, developers, designers, and other analysts on the Marketplace Intelligence team.Active contributor to project teams.","Washington, DC"
1228,28,Regional Counsel - Southeast,Gensler,,Strong emotional intelligence and relationship building skills.The Southeast Regional Counsel is part of Gensler’s Legal Studio.,"Washington, DC 20006 (Downtown area)"
1229,29,"Client Partner - Media, Communications, and Technology",3Pillar Global,,"Continuously develop your personal network of industry contacts and influencers as a source for market intelligence, referrals and prospects.","Remote in Washington, DC"
1230,30,Instructional Designer,"RiverTech, LLC",,"5 years or more of experience on a team of instructional designers, graphic artists, and programmers in a client-focused consulting environment • Experience in…","Washington, DC"
1231,31,Audio & Video Producer - TS/SCI with Polygraph Required,Logistics Management Institute,,"Collaborating with production teammates (animators, graphic designers, audio engineers, web developers, and other producers) to incorporate multimedia elements…","Washington, DC"
1232,32,"Senior Client Partner, Healthcare & Life Sciences",3Pillar Global,,"Continuously develop your personal network of industry contacts and influencers as a source for market intelligence, referrals and prospects.","Washington, DC"
1233,33,S&T Laboratory Planner,CannonDesign,,"Provide guidance and advice to other designers and project leaders.Translate planning concepts into comprehensible terms for clients, designers and project…","Washington, DC"
1234,34,SharePoint Developer / Designer,"NAG, Inc",,"NAG leverages the latest real-time sharing technology to increase speed, access, accuracy and the overall management of data allowing for better decisions to…","Washington, DC+1 location"
1235,35,Lead Audio Visual Engineer,SAIC,,"Clearance Level Must Be Able to Obtain: Public Trust.The Lead A/V Engineer is responsible for providing the day-to-day management of the audio/video equipment,…","Washington, DC 20005 (Downtown area)"
1236,36,Knowledge Manager,Illuminate Mission Solutions,,Illuminate seeks an a highly-qualified candidate to join our engineering team in support of a DIA program providing the full range of international systems IT…,"Washington, DC 20340 (Anacostia Naval Station - Boiling Air Force Base area)"
